V1 V2 V3 rel12 rel13 rel23 age1 age2 age3 sex1 sex2 sex3 Twin1 Twin2 Sib relT relS zyg
 4.1710378e-01  8.2430712e-01  1.3768297e+00  1.0000000e+00  5.3661653e-01  5.3661653e-01  2.3570320e+01  3.0605634e+01  2.4453182e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  5.4067410e-01  9.5491275e-01  1.4012829e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-8.7396722e-01  6.3682813e-02  9.9568123e-01  1.0000000e+00  4.9120542e-01  4.9120542e-01  2.8236580e+01  2.8741846e+01  1.8771622e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00 -7.4573064e-01  1.9242466e-01  1.0144529e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-2.2465341e-01 -1.1373901e+00 -7.5735761e-01  1.0000000e+00  4.7956146e-01  4.7956146e-01  3.8128930e+01  3.0039531e+01  1.5087676e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00 -8.6524480e-02 -1.0073506e+00 -6.4226993e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.7563473e+00  7.2115056e-01  1.2529554e+00  1.0000000e+00  5.3790497e-01  5.3790497e-01  3.9854448e+01  2.5730479e+01  2.2050317e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  1.8962017e+00  8.4688104e-01  1.2750057e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-7.8207600e-01 -1.0720301e+00  5.9216894e-01  1.0000000e+00  5.5445844e-01  5.5445844e-01  2.5019235e+01  3.3294615e+01  2.2999562e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00 -6.5705677e-01 -9.3873552e-01  6.1516850e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 4.3710001e-02  1.4126500e-01 -2.6258131e-02  1.0000000e+00  4.7335210e-01  4.7335210e-01  3.7798875e+01  3.2151371e+01  1.5674230e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  1.8150888e-01  2.7341637e-01 -1.0583901e-02  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.0416943e+00  1.3924602e+00 -4.8999796e-02  1.0000000e+00  5.0198126e-01  5.0198126e-01  2.9071000e+01  2.7394533e+01  1.6345984e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  1.1707653e+00  1.5198547e+00  6.7346188e-02  1.0000000e+00  5.0000000e-01  1.0000000e+00
-1.6807024e-01  6.4736153e-01 -2.2853244e-02  1.0000000e+00  5.1485227e-01  5.1485227e-01  2.2066317e+01  3.8565624e+01  2.1924830e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00 -4.6003926e-02  7.8592715e-01  9.9071586e-02  1.0000000e+00  5.0000000e-01  1.0000000e+00
-5.1043730e-01 -6.7003813e-01 -3.2258053e-01  1.0000000e+00  5.1106528e-01  5.1106528e-01  2.0590214e+01  3.2217262e+01  1.9859137e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00 -4.8984709e-01 -6.3782087e-01 -2.0272139e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-6.1213818e-02 -1.6232425e+00  1.2009441e-01  1.0000000e+00  4.8769335e-01  4.8769335e-01  2.7276985e+01  3.8287871e+01  3.0185112e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  6.6063167e-02 -1.4849546e+00  1.5027952e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 2.3270095e-01 -4.0499891e-01  7.7360017e-01  1.0000000e+00  4.4174876e-01  4.4174876e-01  2.7861999e+01  3.6831792e+01  1.6745656e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  3.6056295e-01 -2.6816712e-01  7.9034583e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.6449282e+00  1.9219234e+00  1.4116540e+00  1.0000000e+00  4.9859085e-01  4.9859085e-01  2.4893964e+01  3.7212510e+01  3.4762945e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  1.7698222e+00  2.0591359e+00  1.4464169e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-6.5094643e-01 -1.0980867e+00 -2.4027806e-01  1.0000000e+00  4.7555664e-01  4.7555664e-01  3.1901503e+01  3.7262260e+01  2.9512656e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00 -5.1904493e-01 -9.6082442e-01 -2.1076540e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 8.0382945e-03 -1.6913572e+00 -8.8940348e-01  1.0000000e+00  5.3491582e-01  5.3491582e-01  3.1485802e+01  3.2636272e+01  2.4931990e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  1.3952410e-01 -1.5587209e+00 -8.6447149e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.5256406e+00  3.9021633e-01  8.8930722e-01  1.0000000e+00  5.0773014e-01  5.0773014e-01  3.1690939e+01  2.6254809e+01  2.8743101e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00  1.5573315e+00  4.1647114e-01  9.1805032e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.7239813e-01 -2.6504715e-01  7.1683096e-01  1.0000000e+00  4.8162921e-01  4.8162921e-01  3.4579714e+01  3.6930569e+01  1.9661076e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  3.0697784e-01 -1.2811658e-01  8.3649204e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.4947258e+00  8.5443045e-01  8.1273810e-01  1.0000000e+00  5.7089265e-01  5.7089265e-01  3.2048113e+01  2.1615811e+01  1.8870192e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  1.6267740e+00  9.7604626e-01  9.3160829e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 4.0507164e-01  6.2065746e-01 -7.6574764e-02  1.0000000e+00  4.8696302e-01  4.8696302e-01  3.5233279e+01  3.1565541e+01  2.0882674e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00  4.4030492e-01  6.5222300e-01 -5.5692090e-02  1.0000000e+00  5.0000000e-01  1.0000000e+00
 2.6748181e-01  6.0010240e-02 -1.6927355e+00  1.0000000e+00  4.7641586e-01  4.7641586e-01  2.5466549e+01  2.6294643e+01  2.0761285e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  2.9294836e-01  8.6304883e-02 -1.5719742e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-1.2410698e+00 -2.5259399e-01  4.6959526e-01  1.0000000e+00  4.7739602e-01  4.7739602e-01  3.6127712e+01  3.4294439e+01  2.3527503e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00 -1.1049421e+00 -1.1829955e-01  4.9312276e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 8.3044747e-01 -4.2864094e-01  2.2435513e-01  1.0000000e+00  4.8764108e-01  4.8764108e-01  3.8375215e+01  3.5305216e+01  3.2667192e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  8.6882269e-01 -3.9333572e-01  3.5702232e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-4.3589497e-01 -8.2749638e-01 -3.0683711e-01  1.0000000e+00  5.2723483e-01  5.2723483e-01  3.8853258e+01  3.7539038e+01  2.1685215e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00 -3.9704171e-01 -7.8995734e-01 -2.8515189e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.2124742e+00  5.4363456e-01 -3.7320945e-02  1.0000000e+00  4.9192687e-01  4.9192687e-01  2.7540270e+01  3.3937298e+01  1.9738897e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  1.2400144e+00  5.7757186e-01  8.2417952e-02  1.0000000e+00  5.0000000e-01  1.0000000e+00
-1.0462252e+00 -1.4807582e+00  5.4890684e-01  1.0000000e+00  4.5813571e-01  4.5813571e-01  2.3109308e+01  3.1931747e+01  2.7400026e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00 -1.0231159e+00 -1.4488264e+00  5.7630687e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.0678877e+00  4.2066975e-01 -4.5509469e-01  1.0000000e+00  4.8497273e-01  4.8497273e-01  3.3949205e+01  2.0543068e+01  3.0484717e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00  1.1018369e+00  4.4121282e-01 -4.2460997e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.2775063e+00 -1.1208844e-02  4.1970614e-01  1.0000000e+00  5.3056579e-01  5.3056579e-01  2.3826272e+01  2.2675499e+01  2.2117645e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  1.4013326e+00  1.1146665e-01  4.4182379e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.1258563e+00  4.3154332e-01  7.7679445e-01  1.0000000e+00  5.2058860e-01  5.2058860e-01  3.4564935e+01  2.0690867e+01  2.4086373e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  1.2604212e+00  5.5223419e-01  9.0088082e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-1.6041607e+00 -1.2289717e+00  7.8784071e-01  1.0000000e+00  4.8585751e-01  4.8585751e-01  3.9715147e+01  3.7674573e+01  2.9354335e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00 -1.4644456e+00 -1.0912972e+00  9.1719505e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 9.3671735e-01  3.9652377e-01  1.2697871e+00  1.0000000e+00  4.9183925e-01  4.9183925e-01  2.0134500e+01  3.6557167e+01  2.0261000e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  1.0568518e+00  5.3308094e-01  1.2900481e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-5.6325004e-01 -3.4484349e-01  1.0658163e+00  1.0000000e+00  4.8228248e-01  4.8228248e-01  3.0935851e+01  2.8266723e+01  2.2499459e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00 -5.3231419e-01 -3.1657677e-01  1.1883158e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-2.7880940e-01  4.7992320e-01  1.0226313e+00  1.0000000e+00  4.7627055e-01  4.7627055e-01  3.2662343e+01  3.8294990e+01  2.3781560e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00 -2.4614706e-01  5.1821819e-01  1.0464129e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.5565875e+00  1.1952635e+00  6.9511487e-01  1.0000000e+00  5.6595251e-01  5.6595251e-01  3.9880161e+01  3.0346471e+01  2.4701885e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00  1.5964677e+00  1.2256100e+00  7.1981675e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 3.2020588e-01  7.4682011e-01 -7.2903406e-01  1.0000000e+00  5.3247977e-01  5.3247977e-01  2.0824287e+01  3.9576617e+01  1.6428795e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  4.4103017e-01  8.8639673e-01 -6.1260527e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 8.8677990e-01  5.8820486e-01  3.2332621e-01  1.0000000e+00  5.6459368e-01  5.6459368e-01  2.5671629e+01  2.3565410e+01  2.0616887e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00  9.1245153e-01  6.1177027e-01  3.4394310e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-9.9208890e-01  3.4681930e-01 -8.2929011e-01  1.0000000e+00  4.6380488e-01  4.6380488e-01  3.3517923e+01  2.2513853e+01  2.2251991e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00 -9.5857098e-01  3.6933315e-01 -8.0703812e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 9.4014855e-02  6.9658894e-01 -6.1667034e-01  1.0000000e+00  4.5070288e-01  4.5070288e-01  2.9983507e+01  3.6192806e+01  1.6280145e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  2.2399836e-01  8.3278175e-01 -6.0039019e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-3.6878566e-01 -3.5666428e-01 -2.0606164e+00  1.0000000e+00  4.7701700e-01  4.7701700e-01  2.9915027e+01  2.8799299e+01  2.0591361e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00 -2.3887063e-01 -2.2786498e-01 -1.9400251e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.0676585e+00  2.9425685e-01  1.3601611e+00  1.0000000e+00  4.7447193e-01  4.7447193e-01  3.5001334e+01  3.3957443e+01  2.9397709e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  1.1026598e+00  3.2821429e-01  1.4895588e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-3.4866962e-01 -7.3629387e-01 -4.6863207e-01  1.0000000e+00  4.8818523e-01  4.8818523e-01  2.0549822e+01  2.7598831e+01  1.9437373e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00 -3.2811980e-01 -7.0869504e-01 -3.4919470e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 6.1369224e-01 -2.3933623e-01  7.6201386e-01  1.0000000e+00  5.0794508e-01  5.0794508e-01  2.0268015e+01  2.5288390e+01  3.0364911e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  6.3396026e-01 -2.1404784e-01  8.9237877e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 8.8376549e-01 -8.7506163e-01  7.9864223e-01  1.0000000e+00  5.0383820e-01  5.0383820e-01  3.5450370e+01  3.6385003e+01  2.8572094e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  1.0192159e+00 -7.3867663e-01  9.2721432e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-6.8975544e-01 -8.0216194e-01 -7.8697088e-01  1.0000000e+00  5.1188461e-01  5.1188461e-01  3.3560208e+01  2.9575791e+01  1.7032436e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00 -5.5619523e-01 -6.7258615e-01 -7.6993844e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 5.1379051e-01 -1.4591329e-01 -2.0021260e-01  1.0000000e+00  4.6200179e-01  4.6200179e-01  2.6105846e+01  2.7415231e+01  2.0347374e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  6.3989636e-01 -1.8498059e-02 -7.9865226e-02  1.0000000e+00  5.0000000e-01  1.0000000e+00
-9.1096759e-01 -8.6068058e-01 -1.5653992e-01  1.0000000e+00  4.9190917e-01  4.9190917e-01  2.8529895e+01  2.6540422e+01  1.6123920e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00 -7.8243770e-01 -7.3414016e-01 -4.0416000e-02  1.0000000e+00  5.0000000e-01  1.0000000e+00
 2.9401234e-01  3.4709793e-01  8.5207773e-01  1.0000000e+00  4.9308418e-01  4.9308418e-01  2.0437449e+01  3.8838064e+01  1.9073581e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00  3.1444979e-01  3.8593599e-01  8.7115131e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 7.7077797e-01  4.3632174e-01  1.7467867e+00  1.0000000e+00  5.1941114e-01  5.1941114e-01  2.4395963e+01  2.5625168e+01  2.0569171e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  8.9517393e-01  5.6194691e-01  1.8673559e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-1.6215242e-01  1.9187036e-01 -7.4907547e-01  1.0000000e+00  4.9538526e-01  4.9538526e-01  3.5339351e+01  3.0055323e+01  2.7063819e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00 -1.2681307e-01  2.2192568e-01 -6.2201165e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 3.5141605e-01 -6.6503381e-01 -8.3152169e-01  1.0000000e+00  4.5004664e-01  4.5004664e-01  3.9952237e+01  3.3038042e+01  3.3560347e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00  3.9136829e-01 -6.3199577e-01 -7.9796134e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-9.6015930e-01 -7.4244321e-01  4.1144405e-01  1.0000000e+00  5.3112458e-01  5.3112458e-01  3.0413942e+01  2.8835832e+01  2.9343331e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00 -9.2974536e-01 -7.1360738e-01  5.4078738e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-1.3416771e+00 -1.0969528e+00 -5.1627846e-01  1.0000000e+00  5.0233673e-01  5.0233673e-01  3.5286980e+01  3.6118337e+01  3.4933548e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00 -1.3063901e+00 -1.0608345e+00 -3.8134491e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 4.4307237e-01  2.2067488e-01 -6.1784371e-01  1.0000000e+00  5.1100795e-01  5.1100795e-01  3.8658632e+01  2.6074002e+01  2.0813340e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  5.8173100e-01  3.4674888e-01 -4.9703037e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 5.9967107e-01  9.3902959e-01  5.4072955e-01  1.0000000e+00  4.8556336e-01  4.8556336e-01  2.5470777e+01  3.1123281e+01  2.5732377e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  7.2514185e-01  1.0701529e+00  5.6646193e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 8.6639881e-01  7.5775675e-01  1.7269013e+00  1.0000000e+00  4.6443811e-01  4.6443811e-01  2.2013162e+01  3.5436421e+01  3.4960224e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  8.8841197e-01  7.9319317e-01  1.8618616e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 5.8281324e-01  1.4886447e+00  1.6486710e-01  1.0000000e+00  4.6468680e-01  4.6468680e-01  3.7342646e+01  2.5971457e+01  2.9552519e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  6.2015589e-01  1.5146161e+00  2.9441962e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.4057281e+00  1.9163501e-01 -3.6378488e-01  1.0000000e+00  4.6676896e-01  4.6676896e-01  2.0315862e+01  2.5127929e+01  2.7419505e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  1.4260439e+00  2.1676294e-01 -2.3636538e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-7.2216851e-01  5.1326332e-01  1.0805761e+00  1.0000000e+00  5.4684641e-01  5.4684641e-01  3.6728974e+01  2.4571541e+01  2.8673693e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00 -6.8543954e-01  5.3783486e-01  1.1092498e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-1.0180672e+00 -4.5719450e-01 -1.0790300e+00  1.0000000e+00  5.0003630e-01  5.0003630e-01  3.8247490e+01  2.9470831e+01  2.9648334e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00 -9.7981971e-01 -4.2772367e-01 -1.0493817e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-2.2822681e-01 -1.1204084e+00 -2.2907668e-01  1.0000000e+00  4.7350972e-01  4.7350972e-01  2.3685256e+01  3.6662177e+01  1.7500429e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00 -2.0454155e-01 -1.0837462e+00 -1.1157625e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 9.8225274e-01  7.3175853e-01  7.6482482e-02  1.0000000e+00  5.2153577e-01  5.2153577e-01  3.2101859e+01  3.0171124e+01  2.7228884e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00  1.0143546e+00  7.6192966e-01  1.0371137e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 5.3005020e-01 -2.1779750e-01  4.6531068e-01  1.0000000e+00  4.6798948e-01  4.6798948e-01  3.1832858e+01  3.2435227e+01  3.1238432e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  5.6188306e-01 -1.8536227e-01  5.9654911e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 3.8277230e-01  4.3995330e-01 -1.1521252e+00  1.0000000e+00  5.0280708e-01  5.0280708e-01  3.7928758e+01  2.0572336e+01  1.5278152e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  5.2070106e-01  5.6052564e-01 -1.0368470e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.4034983e+00  4.3881111e-01  4.4153356e-01  1.0000000e+00  5.2006176e-01  5.2006176e-01  3.2733606e+01  2.0010989e+01  2.9553706e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  1.5362319e+00  5.5882210e-01  5.7108727e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-6.3093565e-01  3.9347541e-01  7.6406441e-01  1.0000000e+00  4.8379624e-01  4.8379624e-01  2.2745560e+01  2.2814417e+01  2.5973488e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00 -6.0819009e-01  4.1628983e-01  7.9003790e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.8489161e-02 -1.2770687e-01 -1.2599948e+00  1.0000000e+00  5.3239741e-01  5.3239741e-01  2.5290287e+01  2.6376541e+01  2.5122206e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  1.4377945e-01 -1.3303301e-03 -1.1348726e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-8.1807013e-01 -5.1246320e-01 -4.0686088e-01  1.0000000e+00  4.5388041e-01  4.5388041e-01  3.9105928e+01  3.5140413e+01  2.7606254e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00 -6.7896420e-01 -3.7732279e-01 -3.7925463e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.6015224e-02  3.6549749e-01  6.4425153e-01  1.0000000e+00  5.0801779e-01  5.0801779e-01  2.6162170e+01  3.2000812e+01  1.8240002e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  1.4217739e-01  4.9749830e-01  7.6249153e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 9.0805620e-01 -8.3740301e-02  4.2342154e-02  1.0000000e+00  4.5433636e-01  4.5433636e-01  2.8724736e+01  2.6840895e+01  1.7954491e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  9.3678093e-01 -5.6899406e-02  1.6029665e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.0134908e+00 -2.4400018e-01  1.7733836e+00  1.0000000e+00  5.2989344e-01  5.2989344e-01  3.0542165e+01  2.0913698e+01  2.4359332e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  1.1440330e+00 -1.2308648e-01  1.8977430e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-6.9603253e-01 -8.4022055e-01  5.4604651e-01  1.0000000e+00  5.4928747e-01  5.4928747e-01  3.6215207e+01  3.0188087e+01  3.3236931e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00 -6.5981732e-01 -8.1003246e-01  5.7928344e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.2025811e+00 -3.7715235e-01  5.3323590e-01  1.0000000e+00  4.8933841e-01  4.8933841e-01  3.1827912e+01  2.7304437e+01  1.6899933e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  1.3344090e+00 -2.4984791e-01  5.5013583e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 2.9271097e-01 -1.1588726e+00  7.4922698e-02  1.0000000e+00  5.1958027e-01  5.1958027e-01  2.0504647e+01  3.0164562e+01  2.9516783e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  4.1321562e-01 -1.0287081e+00  2.0443948e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 6.9918221e-02  1.9512229e-01  1.1922392e+00  1.0000000e+00  4.6093263e-01  4.6093263e-01  3.9800672e+01  3.2292973e+01  3.4658342e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00  1.0971889e-01  2.2741526e-01  1.2268976e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.5998457e+00  2.7935438e-01  8.1452700e-01  1.0000000e+00  5.2915378e-01  5.2915378e-01  2.1790394e+01  2.0519036e+01  3.3739615e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  1.6216361e+00  2.9987342e-01  9.4826662e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-6.4467420e-01  9.1781911e-01 -2.7382247e-02  1.0000000e+00  5.3033887e-01  5.3033887e-01  2.6981378e+01  2.4211565e+01  1.7343202e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00 -6.1769283e-01  9.4203068e-01 -1.0039045e-02  1.0000000e+00  5.0000000e-01  1.0000000e+00
 6.2753992e-01  9.8864452e-01  1.4912284e+00  1.0000000e+00  4.7691453e-01  4.7691453e-01  2.4326730e+01  2.3391954e+01  2.2981124e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  7.5186665e-01  1.1120365e+00  1.5142095e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-1.1607820e+00  4.2923551e-01 -1.2735120e+00  1.0000000e+00  5.7163244e-01  5.7163244e-01  3.6875821e+01  2.3908001e+01  1.7784538e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00 -1.0239061e+00  5.5314351e-01 -1.2557275e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.3510729e+00  1.2076704e+00  1.4396515e+00  1.0000000e+00  4.9105096e-01  4.9105096e-01  3.7948800e+01  2.7309738e+01  3.2891726e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  1.4890217e+00  1.3349801e+00  1.4725432e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.9951226e-01  1.1389484e+00  1.6076739e+00  1.0000000e+00  5.0009668e-01  5.0009668e-01  2.7345729e+01  3.5396666e+01  2.7496147e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  3.2685799e-01  1.2743451e+00  1.7351700e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 3.0210467e-01  6.4062110e-01 -5.0049408e-01  1.0000000e+00  4.7600559e-01  4.7600559e-01  2.9968405e+01  2.3684655e+01  3.0762063e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  4.3207308e-01  7.6430576e-01 -3.6973202e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 6.0368180e-01  3.4220417e-01 -9.4469335e-01  1.0000000e+00  5.4060462e-01  5.4060462e-01  3.1842338e+01  2.1636771e+01  1.5683210e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00  6.3552414e-01  3.6384094e-01 -9.2901014e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 7.1069199e-01  4.9528905e-01  1.3305664e+00  1.0000000e+00  5.0964008e-01  5.0964008e-01  2.9359493e+01  2.8271207e+01  2.1529026e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  7.4005148e-01  5.2356026e-01  1.4520954e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 8.6474292e-01  1.0137464e+00  1.2054598e+00  1.0000000e+00  4.7315651e-01  4.7315651e-01  3.9276216e+01  2.0756450e+01  2.3611346e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00  9.0401914e-01  1.0345029e+00  1.2290711e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 4.6676636e-01 -1.3001633e-01  1.0774491e-01  1.0000000e+00  5.0895456e-01  5.0895456e-01  2.3301073e+01  2.0173507e+01  1.9912547e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  5.9006743e-01 -9.8428233e-03  1.2765746e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.3808455e+00  1.3947252e+00  1.5421617e+00  1.0000000e+00  5.1374809e-01  5.1374809e-01  3.8586582e+01  2.0825330e+01  3.0903806e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  1.4194321e+00  1.4155505e+00  1.6730655e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
